Id,Price
5113,182959.561596286
16492,197097.48256392125
12034,299183.75889474584
7248,200927.25267350738
2171,203516.45754994417
10594,152537.9893918918
13241,186685.1619784422
7032,141091.8243878604
4884,159971.7131682328
903,201514.85485808525
162,175162.1956535574
6566,269233.44836869376
8249,143377.3834979915
13106,208950.21658962083
256,122947.83899703914
7976,163314.57866967202
8575,143380.42681832833
7591,290892.11491559533
3204,247877.5783985509
15804,174927.7339504079
1525,317684.899145273
9038,195522.9713720007
13628,182676.81500781263
10016,186705.915963698
10208,223581.59898392964
2008,167686.2687947378
13029,211253.22749760989
5099,125464.3255643734
9923,307460.7806522752
9461,118970.12093405378
11086,172955.12508415806
15057,258170.7890002686
10689,166776.44917691534
2053,228965.78044353813
16630,166797.07431551206
4985,167869.45465419482
13881,203896.61093160545
13225,202284.3298978043
5779,70489.17570803064
10262,186941.6888751054
10762,218138.62285410243
9513,193935.53818896125
11128,164161.2305151754
2074,312910.323878225
933,204257.76261769945
2780,177272.70629635575
6594,112671.2069929612
15394,308013.71115583344
14863,149338.86948538458
6698,222298.66693455548
1611,226506.6335636815
174,174103.21751303316
5160,288465.6378036189
3295,293031.41052001744
4559,399038.36956903635
8254,177916.59149950033
10228,99429.6811533332
13924,138314.1821241531
15341,245974.51145185615
4353,189352.2908775029
4334,72559.00569688516
1872,176867.61668432047
7823,178024.5534101311
310,147913.7169858414
3704,247559.9395485206
11615,246451.86791571506
6605,202592.19345448096
3381,185906.31385298268
2143,143046.4096919911
3191,261902.2489270013
13980,179547.42221693258
15613,166385.86433029675
10943,360996.23645879125
9654,164840.40451722752
16053,393043.59679731244
14931,210407.79996101576
8299,248275.49632035222
2147,171445.77506558853
11567,380985.8520846467
5905,138082.14450690753
11160,116808.02754570277
8275,139366.7824240787
16398,282405.48341491056
11229,194875.03675625805
10309,159063.7803215466
7340,273253.5672945133
7653,172446.09834550985
272,153359.33059564643
9831,196297.61706519237
5016,155384.51531314754
5968,72292.81910890253
796,258214.14996625987
12123,130560.79470147955
16629,194170.70502950202
2637,180721.95708210056
6194,219735.89245753892
6216,329560.5690333534
14346,175050.4132119573
6428,137300.47179911053
2891,223189.80057317566
84,176215.63629108894
9260,204235.85587553133
15250,147610.48548388763
2348,184539.52345679424
10427,272887.36592788936
13230,254016.4845177952
1691,191048.38695741963
8803,132267.310945291
5464,278417.1177157453
10559,113897.60849988056
16787,293729.65889090294
4278,163960.0419117401
6183,170936.85385071795
12775,165203.7736026949
10104,173557.05036953013
13663,179566.89440001722
9404,244862.73261749488
14724,217739.9000603716
10040,180066.66194376402
4646,188521.22872211275
4754,155496.5665100172
3310,217183.548993835
2003,194905.52765813243
7312,143462.94740820557
10921,240629.10522990878
13419,297479.9881176354
10105,170045.42915195643
2196,426708.20753998664
12659,235909.86841841193
4380,232586.45838155842
10847,150883.7279002674
10805,262027.27927586925
8709,97669.45723518808
8319,178693.43496234843
2215,193949.9705074193
7000,197532.97197845922
7701,108468.40296730633
9678,190849.33205332994
14026,254941.0100393825
7971,170917.0619355644
13734,148246.35215374027
16483,201318.6984416832
6150,210411.32918928989
2931,260427.1857612707
5418,187117.79361355447
1662,385581.7841382362
2441,211990.69116338308
669,133004.87748083443
7734,178037.92606498848
6010,244799.7678409943
266,142469.34900579145
632,137074.26114529063
16221,102296.41268913928
11832,173690.7121445808
5035,115499.10453162687
37,131818.98789025957
6168,184919.5265483473
11757,186525.35684760966
8086,125675.51654184124
6529,226213.6223483183
15121,195274.75237084337
13904,153968.81525943783
3711,190665.2857225831
16563,126322.12554553134
14494,181318.56335409157
3006,213976.47204751903
15299,113520.12746061823
92,286178.30284932547
8066,177779.08450489462
16071,209318.3149184501
10662,153543.06725822316
3883,235443.13716350254
5511,118895.36145560119
2821,271011.210913569
9570,189890.56814076667
4326,265430.10583899537
9251,216745.99301009023
9031,198674.0558026797
12689,162498.46459600807
16380,228816.51526746072
1053,240079.29416469196
4568,185131.02882002818
16140,116318.10050211888
14356,374796.5680941029
8466,185301.22980262068
15652,136908.9531265674
3285,116289.08448652869
3198,174694.38156927668
14088,391903.0813500729
2268,117760.18497141782
15472,170728.21046253142
1203,233638.9891951962
7157,349808.9504158412
6886,186503.19113649332
5083,243102.80835121675
7467,114110.57247635693
14068,209104.60540763312
2080,174087.50460744277
10865,158507.37192908072
13516,184814.20030389325
14150,207841.8315863358
7609,107477.49899561872
2144,388326.8263492972
10357,203450.5439910177
2396,213356.05017942959
1526,390037.2697253723
10890,230344.5993242998
8638,430724.60350698134
6050,261505.30147738993
7639,105691.0212359961
10544,188729.36263742342
9577,229465.02143925853
13195,211478.0948585836
3484,221926.6763754377
16668,434349.9534705931
7171,181688.3022308048
8547,208402.57376825588
12735,207945.0756065442
9093,192166.83296053886
15323,229780.16616064918
14897,150311.36891126868
5135,123170.52168538077
5327,211732.97159907265
13133,260499.99941201427
1676,321730.32744724955
16296,270400.3768021958
1095,147995.28576262644
12528,151038.98706159368
7348,266108.59026542696
11663,172296.87000229544
1803,208571.93622206975
1510,247124.32293059104
16045,200512.1882345051
2900,149517.6647820829
3236,169791.55239018824
1318,263519.58822920854
14948,244505.83725034777
7840,312359.4417251406
15325,181135.4729969551
8700,174254.3655400815
15706,201529.808927279
14449,155406.06961716796
16117,166267.9504504974
4529,196309.10181827215
11199,188571.14501429553
4052,247224.4348347104
821,197033.61187016193
68,200065.6163839978
554,117412.4982750552
452,189011.72950541857
11394,279114.1036938577
11393,170934.02264873765
9535,163500.53305784374
4024,180139.70942542743
10069,220922.34469905053
12007,156249.35602802542
12368,410836.09353359876
1259,373530.69937794143
1124,315342.51620099327
3707,190612.2113795339
8767,167868.47196783533
1919,173727.54759712875
16741,161363.85408446795
6664,292236.09931881586
5688,371256.83753893076
7799,162061.12939700784
14843,272933.1477671939
7532,139927.18572738217
8133,159060.61693336227
6264,324908.27489207307
4125,162055.124318814
2410,164942.86325156371
13607,211275.40198879212
1716,288116.01302545355
1370,123469.68411668351
2273,356208.37991681194
15298,339740.02260197647
4284,254336.2394350163
12303,142972.3421272159
7808,141175.38335482831
2203,143160.61860333788
7237,122879.7106482225
15864,152250.6646417748
2844,133454.61003468218
5729,165246.54263399038
11812,362818.1214660948
1779,139059.2304816593
6442,140672.15470712597
6160,209800.99280033738
8266,197134.57973225467
9903,170184.66041956548
2867,141126.15551215113
6998,180845.02114578706
13932,168834.68322861558
12587,161850.34403091154
3611,230907.24658919463
2646,302567.21855125343
1890,158773.08654567803
860,262541.77011878
14187,195118.2771088553
12569,287215.8403651436
1276,92741.49894714892
12025,220644.4381190621
4890,326639.82844710397
14410,323974.15256189735
10352,350454.2335147588
11407,281699.34561276936
10384,174115.5070223243
7622,287246.7740095116
12578,168756.4888787323
15820,167227.0195819648
563,193424.25164924958
15226,171429.54242529746
6396,210560.41055862248
6247,151439.29566362823
3339,161687.91479826093
10975,282256.70612622495
7475,102942.95399764253
11129,196521.51445980574
3051,231946.7481619274
10232,259231.59738549642
14106,178199.4214024423
5502,230689.2315566026
4558,72619.55525277207
4181,143411.8630406589
8426,127931.57707012005
6611,149325.6527125281
14641,138816.35052895843
15539,266008.18584070547
13119,140770.12708652188
11716,177060.54218742636
7316,234411.55539571718
7791,108261.58164427664
13034,329866.7509800904
1068,276839.3234933818
4060,173426.49464401763
10172,216656.69206060833
2591,167091.38512210603
12494,337320.0023130592
7828,359342.4730770468
15284,175696.44233982853
7947,175932.23565389245
16335,217199.6865254679
10234,326905.2660627134
2797,258608.72220182256
5341,233472.5980940965
3059,291905.85547098046
1559,71040.395034205
15320,266030.9339074865
10284,360876.29259434424
4134,226541.82182303295
4481,203472.5283507275
7222,176844.9503380868
4062,217823.23371070996
2192,210522.1446442379
9637,178108.01640913967
16236,157251.9469220584
4272,174674.65341291242
9406,275430.71062238974
14309,216521.6479943062
1946,309742.4236595302
16235,233702.64629891596
7146,170388.07932393212
16784,230882.8231886745
349,317006.36616153514
6251,164455.21940718024
5128,376060.11129738385
11718,192591.7519210073
16721,96335.47551067498
12517,203822.12481875948
15961,188331.20822009537
9428,171364.52322115327
14541,150974.36344417764
10168,110174.8679095369
11270,163248.58534811807
13210,260654.20816418572
11518,175931.19963865928
12612,179907.72903065314
16352,120127.44449830592
9935,130204.80299964601
15521,290975.26430943416
11482,194453.95835729945
11443,187979.1857766322
9459,229698.25522070247
9218,184247.74219504095
854,147940.99601235057
5619,137246.51440863928
9208,173093.38085430514
4391,127824.21914820166
15207,161769.5244429378
7183,182895.28312598172
16442,216183.90840579395
7936,89920.89130369354
10606,404510.53081115964
4979,155905.84242929742
4854,272682.92604404286
16476,125085.18331352057
10516,158245.45089514472
16261,295995.8959948333
90,372487.8536192512
5433,179692.16866353663
14338,143623.2098027919
13487,200139.66599034093
8211,481467.112748893
170,163792.61898549218
14051,97940.41760458067
10686,196400.33152527042
7595,290050.20147297456
6777,361112.821611185
14661,180378.64369625947
13991,317420.51414996193
16795,163556.15364556285
2740,137985.4749948678
7368,368417.7343137806
2413,240297.4351994424
1852,422673.78322927014
15200,316649.2897691897
8467,326561.2496377931
16379,284479.45729188627
3375,180450.91504131697
5945,481652.6399787734
2641,188725.77228614755
2837,318074.483825003
3498,220028.39324437763
10876,156884.05680157954
1285,196807.24387999874
9285,244405.8862832154
4015,315418.5044077023
2526,188175.76830866776
7814,190696.239198756
7117,276280.9584270401
12359,123565.49526726519
3303,322708.4771593761
13874,178854.60875476204
5484,190205.8533559182
15067,156850.09677548995
12639,220857.2871753211
3388,218148.30074625844
4256,193046.47423927858
15738,192430.52734096054
14049,177008.85639985118
15780,192021.34901899923
9564,178434.65758142542
11910,214840.24444483675
11315,231244.8594521277
1733,156579.46173685757
3910,305991.40717014705
7552,446940.2440704022
254,191779.1400159488
5222,210117.6811420387
8314,231194.28755018886
16743,159104.83746876492
10335,126336.89084154012
8226,287016.8174073708
12254,232626.97672241204
13152,222393.55819199208
15020,194942.3216291303
16349,227956.73452885984
11924,172869.24765571443
12543,190563.51135954965
14114,223154.1076796763
12318,280463.0576389097
15383,182058.3067732707
6679,201266.84028259054
635,203693.33573400392
15993,245293.1791915393
11375,195883.41150811984
11216,177913.75946443772
15401,215365.64852226112
11301,170317.8353565558
13804,257165.5702427588
10839,189876.86955621053
1588,333923.21099604917
3596,197682.0502009884
5816,174393.55517416284
8099,147086.055833648
6551,210454.4058888679
14075,493821.06146080844
13431,199800.60105494154
9481,335385.5256090596
5295,154746.20392332284
15859,337977.355573117
10634,314901.9056942212
444,206797.4468290371
11686,258772.31031562845
1213,215080.9081816275
13970,146221.860202318
6849,438845.3205106694
9911,229544.36380307746
5649,153581.3091561765
7184,235825.89759847033
5877,281584.01983291755
1655,390514.81559052103
15301,217376.31539443467
12389,235873.7161871546
5241,271973.89674994047
7048,168746.62258252062
10574,134569.24265790792
8593,141993.73075331937
4752,181547.2572553147
14663,192544.64125515896
10994,212092.99208451514
87,76332.11536271573
5132,125911.58152416936
6372,421071.1210015216
7411,304210.95785913186
3319,247770.32012135853
9355,143180.06867767556
5139,274397.72555862885
56,282894.9077972289
3249,157637.77244923692
5047,79626.48014159096
13238,301517.3795363848
2190,264416.4611320616
15599,179020.1251320017
6542,164735.61508011763
1968,145587.89748662378
5630,170370.50312715102
9157,304177.5787955751
789,181442.9914033881
1413,261001.5868404041
12514,217845.72443899343
13459,155387.03193851875
1345,210076.23677218347
4034,209198.88485083837
15169,147673.11842121274
6770,242863.58533031878
3334,181175.6562596235
12998,164074.1729958998
15870,242657.8781566412
1871,167294.3150297064
5770,155739.89251350868
13196,104234.46112906467
7633,200296.7639764111
10699,198647.17544908557
15470,198131.94414806052
1903,443910.5540940359
13860,152022.0696006225
7649,287699.0576174622
11043,219262.0923524587
2922,223439.94054570879
7538,332677.5510549427
9477,113694.3519331932
117,441436.7858117539
1457,261870.1400760072
7082,175492.06412884247
3053,247482.22583077612
12522,110956.34553190852
5744,496943.1283822747
13566,374018.30569754785
1464,140036.22083158983
3852,128178.29099871404
9557,228684.57885916586
14719,348168.9726506541
13978,126310.64264519229
3286,156976.1786162645
13019,336783.3218978664
1421,156855.11885810018
13502,180565.96099665304
14811,129542.6529238021
9297,286270.10988278856
7749,326535.5292321208
16555,149634.68722119066
14576,187983.00112671693
12766,157357.39565964259
4679,201144.88462279033
10033,195908.6949643265
11231,243769.67043445303
15112,149319.197984296
10617,179022.32714986664
2175,174546.52285894562
16502,497007.5728242439
10106,184509.6210274488
12561,147767.24712565946
15907,271633.5173204677
8069,117927.40585986506
8316,123110.79082631358
12343,240672.4457965127
12092,178195.26473314085
1527,175150.4336484004
10010,252104.06964075446
655,115875.476935684
10549,148115.55979989585
3248,128302.1327269992
13499,336961.82011358964
14959,189445.88621129066
6070,156548.6555156632
11360,311089.74917059444
12102,207162.23570080404
11870,291910.44726044184
3713,111621.50586184017
3230,147878.61926641723
7742,217711.72461645867
15092,357085.9042510134
8728,283825.2715410486
3386,144072.6735794325
9409,149112.03547193817
16545,249624.55903701842
3127,165687.7928325655
11344,178460.50665186142
2112,224610.88601003925
7310,198630.4422084973
6313,207724.1189053153
3681,404686.0244512637
5114,324487.22283302725
270,156184.1463387798
14350,180351.404647349
12223,356462.976837705
1066,149295.50034118094
16116,350960.5492618874
11410,485898.5752495227
4088,161624.46130035617
5956,188653.99943815128
14669,172991.23308269028
13871,141589.22960313305
4126,244527.72992050744
12114,208314.0168576797
16607,137126.21526840737
4266,229054.30655310702
13518,195211.74845057246
11856,338010.58414256683
3885,243672.59511538688
8891,156181.35539217456
4964,176621.1535430773
7696,140758.1371158841
6894,132475.83607814732
9766,161489.61424858513
4800,157621.4141275971
2840,178390.3486421639
4743,180615.60332757083
13562,455596.7858053936
8301,197843.46011052682
5405,177302.3658119734
1535,167135.6822127905
9073,127979.96689829133
1698,336983.91499986296
12262,240520.87902326632
6794,185897.83373627203
12701,181057.81760402958
8432,175409.87357921715
13540,143713.94078363877
8629,154300.28763679785
1440,185057.3790774566
8596,193729.4277664279
9575,278700.71373680385
14976,97596.06930484608
3149,221983.74564021296
5157,152217.20784220248
10748,179162.76477207564
9719,344367.0072494881
6376,181101.5843773265
9733,172791.18420307693
4749,237575.31988844756
4994,361867.9935370614
538,203291.94816206887
5512,144334.42393009516
9778,152932.64658317174
9761,149630.53905586436
3174,351660.83124276384
13429,180137.1271298371
10467,71928.46443869735
14129,191557.69313861098
13608,217520.28256696239
11106,146050.7896615458
12048,179570.2971688992
1054,327005.68203268346
3582,229577.24362261523
1566,156269.5917472159
11529,156805.8738988196
11859,143249.92995681026
10582,139772.4178580899
14907,431972.62693923817
14039,163804.62566102183
10489,157574.82457489579
3331,320471.52495757974
10153,244238.00178367697
5271,162437.76928403534
11871,367448.28918814054
776,126055.17481498382
3994,138267.33369176663
9433,71938.97090613825
14275,142887.75257275964
8030,253844.37445194868
8169,274991.7155574622
8053,190364.79634822157
4822,251184.89499091246
13197,232145.89214223466
13634,263110.86971848155
8951,186934.96420094423
12176,261169.93830240893
15471,144522.468282509
14962,134088.47237914082
12512,133190.77207720623
8697,270201.2830186037
7095,221609.50871636852
13639,204118.62612045222
16660,169018.80438881542
5848,148327.1910160421
5386,205807.6210443341
10880,305735.98230647633
3954,184780.6393858482
13426,313218.7620859777
5966,211056.81161434777
16315,278976.2198580263
7455,173341.9813384416
11071,240111.9502480666
14740,212664.1411290186
16087,174243.3539655841
8931,253606.02215034154
15289,174134.71199689832
16089,232748.27859482498
12128,183896.4181529498
4724,228809.92132523877
8585,190632.32779378234
7188,232487.22437742565
5423,164453.28698740437
10488,195322.62991549127
5980,235040.82289560928
8376,238226.54463546284
12397,134903.83242525152
16496,171125.73310670324
4891,207037.56343563087
9710,136224.11864680407
6339,175519.3567660573
244,220233.2751242372
5002,206033.20395815972
5358,194851.19738709234
7636,151821.18004737006
9361,316273.75000779587
3601,132661.09307458755
15755,157936.61778653783
172,182680.86679164265
3037,350647.64345341024
577,198997.03260764285
3607,179182.89827071165
2515,112877.32181942379
10413,163780.08300144327
10511,222862.55512210674
4637,443609.4408611407
12736,251566.8203159696
9534,238869.75205831628
11641,157943.44159124116
10419,271710.98660448124
15313,132168.91901951254
14915,201681.249780778
12409,408400.2026549813
9405,135530.5246710627
14066,202656.2373642014
14108,194852.61350349453
11931,229017.0091511062
11464,340272.37243935914
926,156540.48204009238
11190,218013.34561021355
10260,179093.54182531458
12712,211895.47795075056
1234,237592.855066492
11608,100387.82236012603
3776,232809.46927088295
4881,208240.7657068281
10266,212335.12709041854
3262,239913.9750781907
3576,422569.9640206354
16604,391235.56436783716
8041,141144.69377083337
10691,245146.05130226313
8357,191570.48581302408
11661,137908.75732804966
4453,233763.3736605929
15936,217663.69952386626
8463,276775.99226894794
15770,209515.12770333944
466,167495.86997990796
14965,86904.21993403668
11227,175365.01902940232
9894,291503.44519638113
11746,197015.8878323105
4118,140103.25699688744
756,335944.1076599269
15589,181142.99849743687
109,339447.310476162
5778,209379.65103914685
1731,98603.98213292044
3450,147663.56066205553
2961,230575.22046826943
222,173497.93906071613
11454,335717.55545042263
7339,184991.01536386381
12096,107970.86804865515
14074,200904.49854441598
4058,400798.4070475834
6603,280090.5848306652
3289,115744.81605968198
16681,234521.91489638126
8200,312098.2601611199
3343,321026.41613410343
7802,182806.03205106722
2082,408228.9854642523
217,248452.75315385617
1720,180831.7517837575
7224,250754.82747827083
6176,131235.06060584605
12571,254877.46841037288
16666,295385.12117758056
8908,190287.82203702643
6914,177235.79637079354
5428,199442.6993976078
381,185876.8771292985
3991,187356.52800856374
16365,276655.12703937484
1046,146670.69402530094
391,152858.5268235284
9212,337386.5589295246
3022,176211.00782714933
9961,120408.42399845809
6764,242228.54045261943
7720,179100.52857651652
4809,229664.56950752885
8877,263607.24667989946
7817,183838.67421532035
10614,116892.87627073491
5553,225254.18651239117
16488,131995.79544820602
11002,157190.62154775654
13592,336581.26096974616
15050,220378.24567179274
13553,276500.79862549127
9041,192425.89006832038
5461,428994.16753262765
16274,372601.86491371744
2138,154782.74464999602
6245,168689.59477828216
8245,165478.8348406761
6491,216838.1298398788
13218,193989.0263563595
13101,108704.14304179161
10462,144740.64311009363
4079,184406.69193653937
1506,369305.7610244599
14107,126282.22691096693
12215,275536.5136186025
11576,345313.1923153547
10567,233373.0471561642
12713,204914.71211008556
1468,430503.81297783554
2549,276354.4350608966
4172,214352.94044551853
12380,235503.06892954756
3513,94112.31973105551
8165,220473.26809137876
1127,178922.04643113393
14601,367802.6920608208
15526,317945.132114558
986,283722.0547288783
14968,212881.00766380376
9348,187268.6963923945
6317,276712.96827940195
7497,85844.9538394455
5079,335251.1084572005
528,172554.8430859276
10964,151423.02553931097
5812,311300.11599199974
11022,240022.8437869827
16251,132667.0814825616
5863,113922.47394953191
8664,218249.9820610284
5396,208393.47914592008
6917,257504.4539243824
12776,128344.83387221764
473,240875.3211983213
13333,219096.18966479448
13023,189347.60775982772
7357,235684.80240516778
10955,441289.1679363344
11914,348955.8195070263
12535,163436.15511862026
11205,183304.00398062254
13209,184994.7993193968
16119,269637.3902139593
2174,181670.85204205927
4834,208721.25308788224
10151,193995.04430838098
5584,211440.635587616
6672,215765.3575802461
12858,299149.2193931346
5106,160618.9529960174
8884,177928.36560579497
13766,159483.5136727707
12556,131350.55706708218
12910,228004.58252365584
6258,124670.71636075273
7100,247063.94460336774
1793,182061.88623372908
3335,184560.66511959358
12835,200466.9722033718
10591,154352.32234414993
15707,228089.80995159212
16389,163614.4780608701
7440,282356.76215345005
6293,179803.67070676186
3937,196167.4837113975
16527,197963.3084380761
5102,232680.82788486045
10734,343127.2171071155
7986,162508.7982525812
6495,102897.1602030548
9571,238846.44729990084
5131,205818.942977836
10761,350121.02192766085
143,399342.7573793488
13829,173201.95547887954
13662,244964.0219252398
1771,156040.88765417793
5448,203194.4145174492
8594,153477.9880214016
12038,342686.486983497
16471,183267.28182848133
16764,150577.70542907363
1282,174170.10158024027
15101,245388.5613951493
9473,141435.9179147018
2324,412357.6294690572
14448,242265.9421963423
6000,77106.1115248621
2077,143431.9270777012
12960,230414.95134275942
15837,197601.62871070649
8805,242599.48264887847
9987,228542.77263336044
1580,352891.1044861199
11089,129607.7414123916
10926,233309.59498924547
12773,464198.3245466915
6490,245174.45389745757
10858,129838.91558056512
2831,124306.74565534476
16326,154122.7419807729
371,244702.09878668378
8852,183813.88928072047
6713,279284.69102436164
4230,206209.7883277633
3639,216636.68451584698
3642,190088.0033494142
5149,210265.68266116074
2861,194412.42215391996
13300,91940.23923825055
2807,373478.5982459592
5919,102270.57176846704
12716,476131.675986335
4271,245177.52968547304
16055,269614.58059978904
3747,268362.097333521
5857,236874.26969138125
6884,358708.0741596655
16027,287536.4697175495
3512,329431.8885438438
5181,182839.66809655898
16732,253372.65053973644
1908,180747.5509736414
12082,161808.41753728397
7286,128162.71942812111
8216,136280.57161093949
6929,322948.0682539698
3950,300576.80847748456
12479,168460.38534802146
877,136347.3681695715
1366,186886.45445965408
384,128128.50237298649
5767,197500.52924187333
6910,162086.46722420192
187,205947.35677694264
10164,277573.16336237063
8603,246345.40862687703
15834,177114.433941053
3078,125485.68884003926
3479,274302.3386024833
6671,224047.930023127
6078,166586.0435352975
16271,132745.25797401587
16191,161855.67733937418
11544,176686.33921555785
7781,196592.085884827
14918,336324.899267104
6238,205624.5053727603
12989,199413.47189082994
11907,181587.4548535765
9696,155233.36376006986
14084,323863.9535636917
3895,158763.82066646547
4367,175981.9419463745
8453,67454.97315514322
7638,364500.25780322024
8373,242674.46182390378
4674,187744.86676330183
15787,152305.10238412576
5903,274441.0700426821
13679,194172.92345276236
9018,370835.7064085791
15823,250195.4737535997
13289,152264.105261516
9896,186859.41843990516
14436,184738.4130701338
5547,244985.31668697455
4048,306683.6022352204
16579,197955.0194163682
8550,213512.4807887369
9385,270426.07761497865
5242,161121.3894947529
31,208164.20695873653
6144,297858.6250882047
3990,196934.2084816968
2523,93050.87153810753
12608,265043.60153162334
7234,177744.89541511788
15264,208421.33256264526
9623,180715.7182568962
3161,339765.10015821795
7425,100069.93704305707
13021,270720.79063587723
4044,149777.9837295151
15411,227250.6850224687
979,270965.05015328916
5514,234954.15698227994
4817,169167.71562090813
2115,181878.4778408779
10571,260687.33061315748
8992,252853.10363864742
15546,182681.2571944497
11359,149160.2055356514
11972,184364.94989888553
12838,167346.47882468023
5948,129770.80428538252
422,302966.3016992046
4855,140273.81262422982
16197,110335.52746633481
8926,414896.2899283979
5703,165231.75108426833
8848,220023.7470293303
7039,307953.64915523684
3806,164576.4151763696
15154,215008.9659374185
13132,172363.29073790644
7438,204458.03292822355
4398,270829.1353964645
2440,189803.0331606145
3751,143684.2955531569
1476,169033.91298742057
2264,283334.65725766274
16444,151991.60668029255
10704,158043.36236713768
4033,135474.77239667124
4508,114332.6552290719
16290,239610.4950373596
10387,203151.88268537528
5457,148782.16934366417
4910,280148.2127013771
7451,201757.14064659647
10732,171306.73903576328
8015,141559.89013163355
6148,182449.96788628455
5892,238449.645476255
7825,226335.38292352002
6851,231474.9042647066
6633,192587.39487541642
2139,271643.462374613
10213,275838.1869832001
2830,200559.97832040966
13907,135668.82323169854
15897,326984.7231420331
8311,176615.70315560861
14230,187775.3436549823
3878,196051.72748176078
13732,169191.82441312817
12110,174497.8636204946
10675,336984.4548641347
12946,122757.85743818068
16754,199223.3597770705
4394,262535.3043863652
16728,176719.155757079
14378,332311.7701433214
9949,173488.62426056885
994,182001.10695341838
13258,151660.28654218567
5883,362104.8003026531
6933,337573.64620004984
13193,223189.43920054537
13286,161115.28452830986
13407,385706.31457504875
7512,121633.58132977359
7221,198564.94856174898
14428,133469.72426851268
1740,192568.58176759945
3,154023.9269670116
12952,229026.4802603312
11537,144674.87939700214
2558,136044.14776452933
14081,290101.3836400765
3517,221910.3379458111
7149,225682.63252921405
15777,116892.2958483588
8995,234698.46380643558
826,408302.658207326
509,273002.5373020635
14875,369090.3644842329
6591,158701.92360409733
11283,105883.70019062968
9897,248227.35721350662
14902,180211.31687480464
14291,170581.23222692672
3162,242904.09039054014
4206,192574.76648120355
11580,193673.96162439368
2007,210448.12926582963
14939,349536.191069268
13572,275246.7431472639
10720,151393.8295331967
